Time[sec],Head-Core,Head-Muscle,Head-Fat,Head-Skin,Head-Artery,Head-DeepVein,Neck-Core,Neck-Muscle,Neck-Fat,Neck-Skin,Neck-Artery,Neck-DeepVein,Chest-Core,Chest-Muscle,Chest-Fat,Chest-Skin,Chest-Artery,Chest-DeepVein,Back-Core,Back-Muscle,Back-Fat,Back-Skin,Back-Artery,Back-DeepVein,Pelvis-Core,Pelvis-Muscle,Pelvis-Fat,Pelvis-Skin,Pelvis-Artery,Pelvis-DeepVein,LeftShoulder-Core,LeftShoulder-Muscle,LeftShoulder-Fat,LeftShoulder-Skin,LeftShoulder-Artery,LeftShoulder-DeepVein,LeftArm-Core,LeftArm-Muscle,LeftArm-Fat,LeftArm-Skin,LeftArm-Artery,LeftArm-DeepVein,LeftHand-Core,LeftHand-Muscle,LeftHand-Fat,LeftHand-Skin,LeftHand-Artery,LeftHand-DeepVein,RightShoulder-Core,RightShoulder-Muscle,RightShoulder-Fat,RightShoulder-Skin,RightShoulder-Artery,RightShoulder-DeepVein,RightArm-Core,RightArm-Muscle,RightArm-Fat,RightArm-Skin,RightArm-Artery,RightArm-DeepVein,RightHand-Core,RightHand-Muscle,RightHand-Fat,RightHand-Skin,RightHand-Artery,RightHand-DeepVein,LeftThigh-Core,LeftThigh-Muscle,LeftThigh-Fat,LeftThigh-Skin,LeftThigh-Artery,LeftThigh-DeepVein,LeftLeg-Core,LeftLeg-Muscle,LeftLeg-Fat,LeftLeg-Skin,LeftLeg-Artery,LeftLeg-DeepVein,LeftFoot-Core,LeftFoot-Muscle,LeftFoot-Fat,LeftFoot-Skin,LeftFoot-Artery,LeftFoot-DeepVein,RightThigh-Core,RightThigh-Muscle,RightThigh-Fat,RightThigh-Skin,RightThigh-Artery,RightThigh-DeepVein,RightLeg-Core,RightLeg-Muscle,RightLeg-Fat,RightLeg-Skin,RightLeg-Artery,RightLeg-DeepVein,RightFoot-Core,RightFoot-Muscle,RightFoot-Fat,RightFoot-Skin,RightFoot-Artery,RightFoot-DeepVein,
600,36.4646771636766,33.1999656569052,32.0984501411292,30.8969920866239,36.1690336946142,36.1424866607461,36.1293425827382,33.0993014035376,31.4441391102595,29.8282717510678,36.168131995336,36.0688563087552,36.2077054081328,36.4490429721185,33.5028538897342,30.7408020954593,36.1683785720847,36.1974362091753,36.3480092598108,36.4175015859772,32.8767887208929,29.3698050852805,36.1683579074751,36.2987504449209,36.5515455152614,36.6270880254459,36.0994039756797,37.1963199934277,36.1691877897383,36.1923946272204,35.9608505576675,36.2694453785131,37.3273333360854,37.8789337098472,36.1125855095308,35.6143728398033,35.4254309179142,34.0951863125188,30.0459187562407,28.6039240160568,35.7986419533995,33.8840025766509,31.6218700734808,30.0078831670632,29.1685421430276,27.9567588752013,32.7071502852031,31.7349013331875,35.7272175825705,34.7348687889246,30.4672047043306,28.1757055668848,36.0013071325537,34.4227592924814,35.4108935711311,34.0817367049946,30.0354392940417,28.593831893061,35.7096404790744,33.8603299765197,31.5909961363676,29.9839277811611,29.1471735957661,27.9375843632468,32.6617285714952,31.7018891487746,36.2579037037073,35.8748134198362,30.3710642353493,29.2441129059292,36.1498702908974,35.6432711032133,36.1086816325818,35.7684853182262,30.7487406278243,28.3524785452905,36.0989767979354,35.4508609682659,31.3465119843604,30.7096699014205,30.0639140329319,29.0067083796555,32.3735952642189,31.7963632529227,36.2579037037073,35.8748134198362,30.3710642353493,29.2441129059292,36.1498702908974,35.6432711032133,36.1086816325818,35.7684853182262,30.7487406278243,28.3524785452905,36.0989767979354,35.4508609682659,31.3465119843604,30.7096699014205,30.0639140329319,29.0067083796555,32.3735952642189,31.7963632529227,
660,36.4501412887385,33.0196833434465,31.8823063173364,30.6659590975434,36.1638549884397,36.1208951878169,36.122631130055,33.1125601473159,31.3765551882432,29.7265625479764,36.1629999525852,36.0469942316892,36.1985704015592,36.4443319957453,33.3327146483719,30.5658884040641,36.1632317825988,36.1887226289005,36.3421654230802,36.4089329960455,32.655103682536,29.1540314111273,36.1632124912653,36.290327830848,36.5457738219642,36.6317510788159,36.1603478186894,37.1923749949917,36.1639926877638,36.2057395830901,35.9700434692901,36.3335393920245,37.4296541769023,37.9981077793572,36.1067237308756,35.5993498230351,35.3870853321899,33.9455237078345,29.8203312296442,28.3776945561416,35.758972255455,33.7298687049543,31.1397392095972,29.4998464318593,28.6459305953437,27.410354592397,32.1821205139031,31.2521403677656,35.6945852928807,34.6048062323666,30.2443952624953,27.9452270695077,35.9825331597007,34.3160397131664,35.3698892730442,33.9296803221242,29.8083739238714,28.3663915601848,35.6604405877692,33.7031015089924,31.1066774264279,29.4741131230119,28.6230206662218,27.390037249667,32.1348913384982,31.2169844833453,36.2400248710499,35.8031205587081,30.1265604139213,28.9985473904666,36.1411582763217,35.5854097875317,36.0864296025371,35.6933800286938,30.4815714060866,28.0667650873435,36.0828672333952,35.377218077647,30.8638754705517,30.2321015363295,29.5874167973839,28.5214731478829,31.7686627427988,31.2998103313508,36.2400248710499,35.8031205587081,30.1265604139213,28.9985473904666,36.1411582763217,35.5854097875317,36.0864296025371,35.6933800286938,30.4815714060866,28.0667650873435,36.0828672333952,35.377218077647,30.8638754705517,30.2321015363295,29.5874167973839,28.5214731478829,31.7686627427988,31.2998103313508,
720,36.4365364428621,32.8593580037942,31.6864285381995,30.4550413378091,36.1578558142319,36.0998692266139,36.1167220632593,33.155328143999,31.3438854704213,29.6609086909292,36.1567829811733,36.0265368056371,36.1894897156419,36.4398937972917,33.1689571124282,30.4003789859179,36.1570756130237,36.1802713536734,36.3363620735044,36.4005076424431,32.4435443701723,28.9510324467999,36.1570515728231,36.2821479209574,36.5400301702412,36.6370513038025,36.216516197157,37.1911092200075,36.158003781377,36.2101896493888,35.9790931244172,36.3964268692346,37.5309936202654,38.1153396810118,36.1000664531625,35.5816370600074,35.3446800336468,33.7967953602929,29.6186495346964,28.1815570509582,35.7166221117802,33.5687192150635,30.6234600759296,28.9708190201039,28.1079242040897,26.8554039426814,31.605803046042,30.7312634057669,35.6591617031791,34.4760753625,30.0412119432908,27.7369352124765,35.9625404251993,34.2062685220974,35.3246055051687,33.7783728372562,29.6051129599592,28.1689491866914,35.6083027778324,33.538758684041,30.5886684845131,28.9436427353029,28.0837600731025,26.8341830065521,31.5574813212301,30.6944667383149,36.2201995696369,35.731146385764,29.9057142552269,28.7766708995085,36.1318794503201,35.5249555555652,36.0613456146926,35.616881095698,30.2367864493232,27.8097498328112,36.0661587739496,35.2986385157694,30.3612864834552,29.7382023494876,29.0997469509184,28.0390938062256,31.2013669930832,30.7837533968319,36.2201995696369,35.731146385764,29.9057142552269,28.7766708995085,36.1318794503201,35.5249555555652,36.0613456146926,35.616881095698,30.2367864493232,27.8097498328112,36.0661587739496,35.2986385157694,30.3612864834552,29.7382023494876,29.0997469509184,28.0390938062256,31.2013669930832,30.7837533968319,
780,36.4228516125485,32.717805553437,31.5098203126327,30.2633301045965,36.1476410932219,36.0788183837206,36.1098077603182,33.2212407035963,31.340940363957,29.6268400216355,36.1459385169741,36.0066017402825,36.1788447644173,36.4355807894941,33.0115084287727,30.243135252623,36.1463892254753,36.1709667350237,36.3288664196369,36.3921208055088,32.2418037345029,28.7593292065488,36.1463520199581,36.2729921590692,36.5340807735815,36.6427183685745,36.2683155456502,37.1919873056194,36.1478665292848,36.2005935806833,35.9878282932044,36.457700963826,37.6179876047204,38.1849900070851,36.0903353387365,35.559657356352,35.2986445798573,33.6502151370982,29.4355860881337,28.0019511040388,35.6831756438456,33.4085698625433,30.1195755913195,28.4507434646483,27.5849054178221,26.3413106310077,31.1746005663306,30.2418330418152,35.6211094170126,34.3493548638762,29.855422309735,27.5499262986365,35.9414179823701,34.095462795866,35.2754836584203,33.6290383560336,29.4203284138097,27.9878578144106,35.565418855135,33.3752759951156,30.0829181855064,28.4221634626296,27.5595431488312,26.3191161662304,31.123215421774,30.2029895031585,36.1984836530246,35.6592758915334,29.7047004560989,28.5740557307131,36.1195992441669,35.4625784318578,36.0335252524781,35.539541758256,30.0133732507804,27.5794590842649,36.0480315304897,35.2173371183144,29.8736520266916,29.256109752363,28.6246162386551,27.5816005636893,30.7512610251718,30.2974814143718,36.1984836530246,35.6592758915334,29.7047004560989,28.5740557307131,36.1195992441669,35.4625784318578,36.0335252524781,35.539541758256,30.0133732507804,27.5794590842649,36.0480315304897,35.2173371183144,29.8736520266916,29.256109752363,28.6246162386551,27.5816005636893,30.7512610251718,30.2974814143718,
840,36.407662789963,32.5919296665436,31.3569992202362,30.1016231234241,36.1331046508119,36.055845771437,36.0999194697743,33.2811318814807,31.3574023814854,29.6218444884367,36.1309827682167,35.9855352453182,36.1655843150901,36.4303785293284,32.8620197017744,30.0958871848224,36.1315296496488,36.1589116994514,36.3178867806735,36.3827852006582,32.0521461365108,28.5806420144411,36.1314842878146,36.2607317391309,36.5274261695522,36.6477675404647,36.314975526469,37.1947257576731,36.133386907777,36.1842681254051,35.9958295030469,36.5154751388943,37.6817570098127,38.2263557489564,36.0767697118095,35.5339866829357,35.2484027779295,33.5072986567117,29.2699038725626,27.8401770120437,35.6479571201554,33.2499584538005,29.6511306964963,27.9676095368323,27.1021220011789,25.8738034486702,30.7809365864795,29.7891924987137,35.5797904524184,34.2258730134545,29.6893795845841,27.3863235987388,35.9165716808682,33.9817954977078,35.2219085843608,33.4831628070792,29.2527099064139,27.8243665585365,35.5208637761588,33.213133707753,29.6122861024428,27.9374488202464,27.075416369116,25.8504845821566,30.7261131105804,29.7479435856979,36.1743660433647,35.5878884595724,29.5256354940854,28.3942115841135,36.1029414827893,35.3962099850956,36.0023029346059,35.4617621030592,29.814800111324,27.3778034534181,36.0259445420397,35.1316779919744,29.4125738431235,28.7993904418009,28.1742903549018,27.1491881219963,30.3320164171728,29.8415536435601,36.1743660433647,35.5878884595724,29.5256354940854,28.3942115841135,36.1029414827893,35.3962099850956,36.0023029346059,35.4617621030592,29.814800111324,27.3778034534181,36.0259445420397,35.1316779919744,29.4125738431235,28.7993904418009,28.1742903549018,27.1491881219963,30.3320164171728,29.8415536435601,
900,36.3918884731356,32.4891967680151,31.2160417821836,29.9422085260608,36.1183552757599,36.032311755826,36.0893297000357,33.3948883712537,31.3993449604896,29.6331082887802,36.116141618669,35.9632076956615,36.1497720480172,36.4260759018841,32.7166963679085,29.9526796966206,36.1167058471657,36.1466774665502,36.3056176815487,36.3743671569936,31.8688002949158,28.4083781136821,36.116659719769,36.2483194819652,36.5203591250415,36.653433900886,36.3590726314725,37.1985107409879,36.1186189495774,36.1715757201667,36.0033559236776,36.5710913631016,37.7359303061381,38.2606786523862,36.0628289204451,35.5068782785629,35.1962171615515,33.3668269607183,29.1114901310885,27.6851303056401,35.6129875794088,33.1018910430797,29.2015203139457,27.5060031832776,26.6421508973858,25.4305630276486,30.4015909485517,29.3563273793896,35.5369786017195,34.1046180869054,29.5320538423635,27.2308217059958,35.8920306705595,33.8763103156082,35.1662698901875,33.339624785134,29.0922717725765,27.6675435637796,35.4769857448871,33.0614642570465,29.1603772627674,27.4741729007802,26.6140234346844,25.4060557647185,30.3433311108469,29.3125702163524,36.1490290195759,35.516967276256,29.3567182143981,28.2241864842459,36.0855013036386,35.3330413702073,35.969355001286,35.3840163305592,29.628172546932,27.1886161861026,36.0027128773899,35.0498728620549,28.9655713042741,28.3568932459749,27.7382682673841,26.7313068055002,29.9242432438825,29.4006906261092,36.1490290195759,35.516967276256,29.3567182143981,28.2241864842459,36.0855013036386,35.3330413702073,35.969355001286,35.3840163305592,29.628172546932,27.1886161861026,36.0027128773899,35.0498728620549,28.9655713042741,28.3568932459749,27.7382682673841,26.7313068055002,29.9242432438825,29.4006906261092,
960,36.3748550725321,32.3967557588898,31.0964590856067,29.8123969575065,36.101479399639,36.0078821784239,36.0767572659173,33.4838776610241,31.4541220624941,29.6677804438359,36.0990191330914,35.942994161547,36.1325987866626,36.420765018416,32.5789396589693,29.8182074089204,36.099643598704,36.1313809867151,36.2910489443848,36.364973215463,31.6966891240313,28.2473876614975,36.0995927840863,36.2331699212007,36.5124121257463,36.6580907495821,36.3987430808602,37.2031592933233,36.1017510526033,36.1546475653079,36.0099251604626,36.6221682281472,37.777010976874,38.2849007414405,36.0470751905871,35.4796704731137,35.1406239879756,33.2307656658859,28.9656505845393,27.5439728187457,35.5767508707874,32.9534173521943,28.7864940887589,27.0816301605435,26.2199064824498,25.0237650296183,30.0526654287704,28.9545390061939,35.4914760775818,33.9873942321609,29.3896827985757,27.0928080513259,35.8653964989019,33.7674440202454,35.1070025976131,33.200311891522,28.9442153009816,27.5244013601959,35.4316540960374,32.9092100855738,28.7428449040568,27.0479550896513,26.190193042892,24.9979136167045,29.9907292919309,28.9080785108814,36.1215020740747,35.4470587017024,29.2053403062244,28.0727614915335,36.066061606829,35.2666099748826,35.9333433008623,35.3066361788642,29.4615069219312,27.0215908347111,35.9773347146378,34.9646259196955,28.5438805721691,27.9391550400043,27.3264359779123,26.3360020689264,29.5413148393273,28.9840751937721,36.1215020740747,35.4470587017024,29.2053403062244,28.0727614915335,36.066061606829,35.2666099748826,35.9333433008623,35.3066361788642,29.4615069219312,27.0215908347111,35.9773347146378,34.9646259196955,28.5438805721691,27.9391550400043,27.3264359779123,26.3360020689264,29.5413148393273,28.9840751937721,
1020,36.3575843888591,32.3294443703757,30.9886089130839,29.6849863169888,36.0851406958208,35.9808482606135,36.0641101484866,33.6289684687885,31.5304905572918,29.71501346174,36.0827462317331,35.9174141644025,36.1132367785169,36.4166049860236,32.4448470154686,29.6870914208935,36.0833432401169,36.1172795773827,36.2759389938258,36.3568194960921,31.5300112434923,28.0917792058755,36.0832953817152,36.2189445841346,36.5040551771302,36.6633571178297,36.4363674133387,37.208372777837,36.0853578245115,36.1433009453497,36.015979370491,36.6709802650044,37.8135206770176,38.3070118285278,36.0316260678802,35.4509070879032,35.0836001773192,33.0973425747768,28.8249266178722,27.4073376278296,35.5413437855044,32.8145611713344,28.3880791823096,26.6756721124876,25.8165117542161,24.6363847141136,29.7151780992075,28.5703851749985,35.4448647103061,33.8726329596141,29.2534978565082,26.9600692570094,35.8397205727943,33.6660165073247,35.046204580374,33.0635420266647,28.8012020414833,27.3857413733194,35.3875295255506,32.7665217592258,28.3418532723618,26.6400782712836,25.7851422627859,24.6091311417354,29.6496076432153,28.5211542986029,36.0929628399416,35.3778494676613,29.0615639646336,27.9285786964459,36.0466770390385,35.203282654087,35.8959118118749,35.2296638068366,29.3037003922822,26.8635099300009,35.951672148277,34.8829083704732,28.1345543376332,27.5340260924598,26.927172187592,25.9535042814136,29.1684546400487,28.5801861315793,36.0929628399416,35.3778494676613,29.0615639646336,27.9285786964459,36.0466770390385,35.203282654087,35.8959118118749,35.2296638068366,29.3037003922822,26.8635099300009,35.951672148277,34.8829083704732,28.1345543376332,27.5340260924598,26.927172187592,25.9535042814136,29.1684546400487,28.5801861315793,
1080,36.3397255295243,32.268704778938,30.8995842578345,29.583895272873,36.0675945564477,35.9554195974075,36.0504084286655,33.7396530407926,31.6123110073589,29.778881864475,36.0650604416937,35.8960256311535,36.0937142398485,36.4115196497597,32.3176594267998,29.5635338494479,36.0656836941758,36.1009077980829,36.2596586452297,36.3478520105158,31.3733962575497,27.945880936364,36.0656338736199,36.2029180098194,36.4948748733855,36.6674733515322,36.4702833863504,37.2138645943625,36.0677968020805,36.1276621132552,36.0210225084633,36.7152882953954,37.8430218979363,38.3238465797291,36.01516290796,35.4229411204139,35.0239992636101,32.9685273290462,28.6937700453452,27.2811687017048,35.5053129203185,32.676426589855,28.0207133035897,26.3019693934585,25.4453123661355,24.2794534611469,29.4050788468909,28.2145379844658,35.3962139287511,33.7621697154186,29.1286391384321,26.84037260793,35.8127789749534,33.5627405742128,34.9826357486525,32.931215302657,28.6675880952943,27.2573647545746,35.3426041548082,32.6243966926497,27.9717581548013,26.2643111868111,25.412142969038,24.2506549797446,29.335688756943,28.1623933580623,36.0625629821278,35.3100144199872,28.9316167725057,27.799043517282,36.0263229972716,35.1378566199008,35.8558968626979,35.1536110702811,29.1613974418791,26.7224190013121,35.9249999189974,34.799153437037,27.7480485123829,27.1512381745597,26.5497686139424,25.5913457234645,28.8174431891218,28.1981502816646,36.0625629821278,35.3100144199872,28.9316167725057,27.799043517282,36.0263229972716,35.1378566199008,35.8558968626979,35.1536110702811,29.1613974418791,26.7224190013121,35.9249999189974,34.799153437037,27.7480485123829,27.1512381745597,26.5497686139424,25.5913457234645,28.8174431891218,28.1981502816646,
1140,36.3219783490583,32.2312632552663,30.822822446591,29.4883490308362,36.0510332381973,35.9271510119965,36.0370054022138,33.8915865642118,31.710963673642,29.8524475104654,36.048627422837,35.8725340886933,36.0726526657282,36.4075078577169,32.1940879134128,29.4433533715142,36.0492163687224,36.0855494128661,36.2433352185445,36.3401087258429,31.2220382708022,27.8051196552808,36.0491702361966,36.1879278704449,36.4853105366011,36.6719692038488,36.5023482819127,37.2196098212489,36.0511773563717,36.1170495245647,36.0255046143199,36.7572646848625,37.8698553718935,38.3396242326062,35.9994240708255,35.3941189790834,34.9632630276244,32.8425997631015,28.5669618064622,27.1589782383758,35.4705131682879,32.5455892721465,27.6693964692368,25.9454508634564,25.0915032874571,23.9399806393317,29.1079840167256,27.874840011839,35.3466872721806,33.6544370608936,29.0089549967302,26.7252609245104,35.7871531164508,33.4649304118821,34.9178374764994,32.8016841525429,28.5382527879027,27.1329206242885,35.2992816249301,32.4895256283811,27.617653205682,25.9056610709146,25.0564681555361,23.9095794533012,29.0347920680795,27.8197299915037,36.0312473110637,35.2431004118449,28.8082007912927,27.6758713056293,36.0064506303858,35.0747446037682,35.8146052007708,35.0782512301315,29.0265451660891,26.5889100310634,35.8984578621021,34.7179316701003,27.3737451915912,26.780739844748,26.1846059483039,25.2413944696998,28.4775625135843,27.8284025239725,36.0312473110637,35.2431004118449,28.8082007912927,27.6758713056293,36.0064506303858,35.0747446037682,35.8146052007708,35.0782512301315,29.0265451660891,26.5889100310634,35.8984578621021,34.7179316701003,27.3737451915912,26.780739844748,26.1846059483039,25.2413944696998,28.4775625135843,27.8284025239725,
1200,36.3041890362743,32.1961415482307,30.7622027912221,29.4160006092721,36.0336485753234,35.9028390414828,36.0230123388123,34.00053307308,31.8058694629949,29.934232548278,36.0311335737494,35.8540202799558,36.0523737138138,36.4024968017013,32.0770182842099,29.3300528947919,36.0317475064727,36.0685095438674,36.2265414724872,36.3315376503534,31.079979700301,27.6731101415266,36.0316997132313,36.1716778561758,36.4750323587014,36.6751224547296,36.5311924361739,37.2252949797114,36.0337753974654,36.1015499634701,36.02895300036,36.7949723413591,37.8923861747011,38.3521018148312,35.9829787681066,35.3663565606695,34.9006261072872,32.7213928836068,28.4480148459732,27.0452087599321,35.4352787410917,32.4166691320512,27.3462248464816,25.617562269589,24.7661034589377,23.6272198109861,28.8350747306079,27.5613067583593,35.2956703991375,33.5511578114968,28.8984290044743,26.6204632347933,35.7605898318096,33.3666992079025,34.8509641197541,32.6767246542654,28.4166243594174,27.0167294298476,35.2553742499533,32.3564264698179,27.2915714603139,25.5755167062321,24.7290760811614,23.5950869690434,28.7579410662473,27.5031158394554,35.9983525977139,35.1778566102379,28.6961442961739,27.5646615779504,35.9860767317171,35.0104570889291,35.7711354634342,35.0042250040105,28.9041704885815,26.4689414986825,35.8714745697128,34.6358457976854,27.0206713159641,26.4310107331155,25.8397850387461,24.9103859160447,28.1571401216825,27.4792165269001,35.9983525977139,35.1778566102379,28.6961442961739,27.5646615779504,35.9860767317171,35.0104570889291,35.7711354634342,35.0042250040105,28.9041704885815,26.4689414986825,35.8714745697128,34.6358457976854,27.0206713159641,26.4310107331155,25.8397850387461,24.9103859160447,28.1571401216825,27.4792165269001,
1260,36.2868031848157,32.1850151058904,30.7125764194259,29.3479460458418,36.0176530015628,35.8743598173842,36.0095810377322,34.1503352381208,31.9125953368531,30.0210197248926,36.0153601434803,35.8305482527878,36.0307333151344,36.3986837613794,31.96310640407,29.2196402422474,36.0159112758149,36.0537501025701,36.2100909155389,36.3243642604127,30.9424293508147,27.5455134739246,36.0158691632841,36.1572589622124,36.4644750449281,36.6786342213512,36.558549172299,37.2310806642044,36.0177214043218,36.0923327457968,36.0318862111102,36.8306762460971,37.9133845341362,38.3643477018702,35.9676318420451,35.3374508341176,34.8372597744351,32.6029743901272,28.3324429800301,26.9343585710517,35.4017365918565,32.2947486780136,27.0365857104039,25.3040724714923,24.455115920872,23.3290664713819,28.5728630583802,27.2616572434661,35.2441082073304,33.4505371845544,28.7918284501952,26.5188591141328,35.7358258098157,33.2737969285931,34.7832846786263,32.5544736160631,28.2983137678868,26.9034273284611,35.2135533191767,32.2303059233206,26.9789797169078,25.2597175763322,24.4160441187279,23.2951582753366,28.4918272658147,27.2003486099469,35.9647516683562,35.1136173926405,28.5890697033845,27.4581958896185,35.9665370750278,34.9485829532404,35.7266839060862,34.931035858563,28.7873748727991,26.3545336293455,35.8449483282892,34.5562606258684,26.6782967134217,26.0921218530745,25.5056446210953,24.590174677156,27.8472062516084,27.1408827722533,35.9647516683562,35.1136173926405,28.5890697033845,27.4581958896185,35.9665370750278,34.9485829532404,35.7266839060862,34.931035858563,28.7873748727991,26.3545336293455,35.8449483282892,34.5562606258684,26.6782967134217,26.0921218530745,25.5056446210953,24.590174677156,27.8472062516084,27.1408827722533,
1320,36.2698305289345,32.1731668802793,30.6761205794253,29.2993626719471,36.0011390475388,35.8512909277051,35.9959606405176,34.2560802073429,32.010644982591,30.10970504837,35.9987834819836,35.8128302641958,36.0104694556025,36.3939618982826,31.8551048674983,29.1153326769408,35.9993408337969,36.0375996044283,36.1936927137223,36.3164918343888,30.8131963207458,27.4256277771969,35.9992983121271,36.141949005355,36.4533878953829,36.6808188188042,36.5831917777617,37.2366162142943,36.0011855718088,36.0780622984305,36.0338506428017,36.8626215019615,37.9314824295699,38.3743044053441,35.9518365004336,35.3098622972548,34.7726532112723,32.4891144492272,28.2233385208101,26.8303328147973,35.3679767734672,32.1752162756957,26.7514487460249,25.0152836752337,24.1686149026862,23.0538729718693,28.3316060114131,26.984925071994,35.1916098742383,33.3542443794514,28.6925976136811,26.4254048563398,35.7104199555503,33.1813342522452,34.7142171059879,32.4366541759353,28.1863366205085,26.7968021420866,35.1714017734991,32.1064508703775,26.6907993449055,24.9685208499805,24.1273951192824,23.018080819473,28.2465670571086,26.9204143644342,35.9299035082546,35.0511939241571,28.4911074421623,27.361297340424,35.946887739246,34.8862826842914,35.6805156167119,34.8594071040413,28.6804101452085,26.2507055003594,35.8184483889126,34.4767176429398,26.3550683053395,25.7719711363153,25.1898985904915,24.2871001746961,27.5543117692083,26.8211810912102,35.9299035082546,35.0511939241571,28.4911074421623,27.361297340424,35.946887739246,34.8862826842914,35.6805156167119,34.8594071040413,28.6804101452085,26.2507055003594,35.8184483889126,34.4767176429398,26.3550683053395,25.7719711363153,25.1898985904915,24.2871001746961,27.5543117692083,26.8211810912102,
1380,36.2534762763701,32.1811893111446,30.6498478135496,29.256188882397,35.9862064804717,35.8251999160073,35.9830338109531,34.3880335266283,32.1157277102435,30.2001984173824,35.9840668748116,35.7933269735077,35.9894080223965,36.3902402041109,31.7502065366185,29.0139206355226,35.9845735630011,36.0231394547403,36.1778790264375,36.3098495975141,30.6883190569429,27.3099705003752,35.9845358166129,36.1282276124647,36.4421024755792,36.6831447087478,36.6064818999155,37.2421207758924,35.9862091406426,36.0688457568581,36.0353057425905,36.8926729925223,37.9484308243001,38.3840535207131,35.9373106411847,35.2816978246197,34.7075805489096,32.3781029289352,28.1173254646964,26.7290871384248,35.3359281706077,32.0612681275474,26.4790934302595,24.7398796574912,23.8954997556794,22.7919966382789,28.1012080321257,26.7209299908168,35.1387920937454,33.2606767443197,28.5968575148289,26.3349270213518,35.6868653022193,33.0930659741361,34.6446142181091,32.3216100344079,28.0773968550288,26.6929227778469,35.1313562856375,31.9881649456398,26.4153664737366,24.6906632475582,23.8520864610802,22.7542809045986,28.0121993466928,26.6531907079768,35.8944663432285,34.9899018827219,28.3974981478883,27.2686224311384,35.9282619981021,34.8259597533557,35.6335274367741,34.7887674000605,28.5782160958912,26.1516680877073,35.7925928509485,34.3991954246539,26.042338731087,25.4623208833734,24.8845362585484,23.9943186939802,27.2718941296494,26.5120417783998,35.8944663432285,34.9899018827219,28.3974981478883,27.2686224311384,35.9282619981021,34.8259597533557,35.6335274367741,34.7887674000605,28.5782160958912,26.1516680877073,35.7925928509485,34.3991954246539,26.042338731087,25.4623208833734,24.8845362585484,23.9943186939802,27.2718941296494,26.5120417783998,
1440,36.2377453434326,32.1850541148854,30.6334870761441,29.2289015471398,35.9707188751758,35.8052472034033,35.9700046783226,34.4765244521999,32.2072159110683,30.286696193084,35.9684998789526,35.7789494353968,35.9700802419366,36.3855518030083,31.6508568984201,28.9181506749279,35.9690240118873,36.0075268939825,36.1623193710492,36.3024660457208,30.5711224489836,27.2013559128514,35.9689851932795,36.1137438179281,36.4304466312772,36.6841068290781,36.6274007281944,37.2472701836816,35.9707036554513,36.0543720260027,36.0358456918343,36.9193640549127,37.9631461377459,38.3920317703346,35.9223015195696,35.25485076922,34.6418051774079,32.2715372370112,28.0169851003087,26.6337153583458,35.3036215327621,31.9501901329093,26.2286199497181,24.4864170884481,23.6441274252512,22.5505123818666,27.8890764095306,26.4775960034812,35.0854958797179,33.1713363654814,28.5074213804672,26.2512701145476,35.6626578000079,33.0059296717516,34.5741808958829,32.2109030816442,27.9740090598697,26.5947832447013,35.0909606316721,31.8726413453113,26.1617470631114,24.4346679436303,23.5984349164369,22.5107806510756,27.7960280958868,26.4065648500988,35.8580602063386,34.9305532400077,28.3115119123825,27.1839032641284,35.9095625165425,34.7657499266686,35.585206138948,34.7198682519761,28.4840846209238,26.0612220511349,35.7669166446929,34.3223903432991,25.7473877541121,25.1700853627381,24.5962939086714,23.7175215330606,27.0047071884749,26.2202796008502,35.8580602063386,34.9305532400077,28.3115119123825,27.1839032641284,35.9095625165425,34.7657499266686,35.585206138948,34.7198682519761,28.4840846209238,26.0612220511349,35.7669166446929,34.3223903432991,25.7473877541121,25.1700853627381,24.5962939086714,23.7175215330606,27.0047071884749,26.2202796008502,
