日付,時刻,乾球温度[C],絶対湿度[kg/kg],法線面直達日射[W/m2],全天日射[W/m2],拡散日射[W/m2],雲量,夜間放射[W/m2],太陽高度[radian],地中温度(0.675m)[C],地中温度(1.35m)[C],地中温度(2.35m)[C]
1971/03/18,18:00,-0.5,0.0010350828015347,0,0,0,10,49.0367001980886,0.0104953732805174,-1.47126905171005,0.64229772399614,5.553076271971,
1971/03/18,19:00,-1.7,0.000941792055244262,0,0,0,0,127.891148987675,0,-1.4662177846646,0.643664947384158,5.55153868288726,
1971/03/18,20:00,-3.4,0.00105415327794385,0,0,0,10,46.8997041665196,0,-1.46116077025542,0.645036832711941,5.55000323089973,
1971/03/18,21:00,-5.3,0.00117870030389826,0,0,0,10,45.0901961673055,0,-1.45609801108405,0.646413379273724,5.54846991679829,
1971/03/18,22:00,-7.2,0.00129262679535852,0,0,0,0,114.210920740358,0,-1.45102950975503,0.64779458636135,5.54693874137176,
1971/03/18,23:00,-6,0.00128093290082177,0,0,0,10,44.2327138987545,0,-1.44595526887583,0.649180453264258,5.54540970540786,
1971/03/19,0:00,-4.9,0.00125768552279186,0,0,0,10,45.0545685629899,0,-1.44087529105689,0.65057097926949,5.54388280969318,
1971/03/19,1:00,-3.9,0.00122346606013067,0,0,0,0,120.695026840632,0,-1.43578957891158,0.651966163661701,5.54235805501325,
1971/03/19,2:00,-3.4,0.00115716174439948,0,0,0,10,46.4710112505826,0,-1.43069813505624,0.653366005723132,5.54083544215246,
1971/03/19,3:00,-3.1,0.00107392755186366,0,0,0,10,47.0238978066466,0,-1.42560096211016,0.654770504733644,5.53931497189411,
1971/03/19,4:00,-2.8,0.000996223647570208,0,0,0,0,125.184035376421,0,-1.42049806269555,0.656179659970695,5.53779664502042,
1971/03/19,5:00,-1.8,0.00104383308821562,0,0,0,10,48.0653368474247,0,-1.41538943943758,0.657593470709349,5.53628046231248,
1971/03/19,6:00,-0.8,0.00107316169009197,349.444444444444,85,29.2831205387361,10,48.6464795695642,0.160127594571703,-1.4102750949644,0.659011936222269,5.53476642455029,
1971/03/19,7:00,0,0.00110337442525712,715,287.222222222222,104.42258211712,0,129.174086445084,0.25853429363494,-1.40515503190704,0.660435055779736,5.53325453251273,
1971/03/19,8:00,2,0.00109352120789801,869.722222222222,490.555555555556,114.194468794285,10,50.5859661816865,0.447526685035379,-1.40002925289952,0.661862828649628,5.53174478697761,
1971/03/19,9:00,4.1,0.00107379983233335,920.555555555556,663.333333333333,129.941360141144,10,52.2430011830671,0.618021775266008,-1.39489776057878,0.663295254097429,5.5302371887216,
1971/03/19,10:00,6.1,0.00104445398247629,945,785.555555555556,137.542609906231,0,141.87367453096,0.755603402593996,-1.3897605575847,0.664732331386231,5.52873173852028,
1971/03/19,11:00,6.8,0.00107443873395297,949.444444444444,839.722222222222,132.951354318668,10,54.3079970534236,0.839642806361805,-1.38461764656011,0.666174059776736,5.52722843714813,
1971/03/19,12:00,7.6,0.00109508334195279,947.5,836.388888888889,124.384997480425,10,54.831615352466,0.850265030418928,-1.37946903015076,0.667620438527246,5.52572728537853,
1971/03/19,13:00,8.3,0.0011056079576008,933.333333333333,768.055555555556,108.749447245054,3,118.522279695998,0.784398277539664,-1.37431471100534,0.66907146689368,5.52422828398372,
1971/03/19,14:00,8.3,0.00113720232169844,914.444444444444,655.277777777778,95.3566173705077,10,55.1765161238871,0.658975857322039,-1.36915469177549,0.670527144129558,5.52273143373488,
1971/03/19,15:00,8.3,0.00114823599478202,867.5,488.333333333333,75.7575366481731,10,55.1250216386617,0.495636547035364,-1.36398897511577,0.671987469486005,5.52123673540204,
1971/03/19,16:00,8.3,0.00115923047821993,715,287.222222222222,68.7403532868131,2,126.958514235048,0.310536004275195,-1.35881756368365,0.67345244221177,5.51974418975416,
1971/03/19,17:00,5.9,0.00139356688513421,346.666666666667,84.7222222222222,45.2624446857718,10,52.1783735293641,0.114073522493067,-1.35364046013957,0.674922061553195,5.51825379755908,
1971/03/19,18:00,3.5,0.00164059734305795,0,0,0,10,49.434315936389,0.0138598213278838,-1.34845766714687,0.676396326754238,5.51676555958351,
1971/03/19,19:00,1.1,0.00192743766211049,0,0,0,0,122.99254840244,0,-1.34326918737182,0.677875237056471,5.51527947659309,
1971/03/19,20:00,0.4,0.00198098413406019,0,0,0,10,46.0896909663521,0,-1.33807502348363,0.67935879169907,5.51379554935231,
1971/03/19,21:00,-0.3,0.00201768128825998,0,0,0,10,45.5051054700174,0,-1.33287517815442,0.68084698991882,5.5123137786246,
1971/03/19,22:00,-1.1,0.00203711603320927,0,0,0,0,118.202117736969,0,-1.32766965405924,0.682339830950127,5.51083416517223,
1971/03/19,23:00,-0.6,0.0019504866324962,0,0,0,10,45.5327207064942,0,-1.32245845387606,0.683837314025,5.50935670975639,
1971/03/20,0:00,-0.3,0.00186723624008414,0,0,0,10,46.0143746043674,0,-1.31724158028576,0.685339438373063,5.50788141313716,
1971/03/20,1:00,0,0.00175546221502467,0,0,0,0,122.640426094774,0,-1.31201903597216,0.686846203221551,5.50640827607349,
1971/03/20,2:00,-0.5,0.00171019268393068,0,0,0,10,46.4243893619147,0,-1.30679082362198,0.688357607795314,5.50493729932325,
1971/03/20,3:00,-1,0.00166579128147699,0,0,0,10,46.243147303445,0,-1.30155694592486,0.689873651316812,5.50346848364317,
1971/03/20,4:00,-1.7,0.00159354870593522,0,0,0,0,121.122576837021,0,-1.29631740557336,0.691394333006121,5.50200182978887,
1971/03/20,5:00,1.1,0.00168309737604777,0,0,0,10,47.6328290959341,0,-1.29107220526294,0.69291965208093,5.50053733851488,
1971/03/20,6:00,3.9,0.00177746286160809,386.388888888889,88.8888888888889,25.1933056704254,10,49.2647395000107,0.165604288427418,-1.28582134769199,0.694449607756543,5.4990750105746,
1971/03/20,7:00,6.7,0.00184319717130486,718.611111111111,291.666666666667,104.08009415635,2,117.669762907885,0.264099873188107,-1.28056483556179,0.695984199245876,5.49761484672032,
1971/03/20,8:00,9.7,0.00128323124710267,866.666666666667,490.833333333333,111.226212455741,10,55.6387231776696,0.453381848204394,-1.27530267157655,0.697523425759464,5.49615684770321,
1971/03/20,9:00,12.6,0.000883443768311742,911.944444444444,655.833333333333,122.775451934732,10,60.0751947624629,0.624299313287326,-1.27003485844337,0.699067286505457,5.49470101427335,
1971/03/20,10:00,15.6,0.000589395117659721,930.555555555556,768.333333333333,125.675512383886,7,96.2363088694495,0.762342331412378,-1.26476139887227,0.700615780689615,5.49324734717968,
1971/03/20,11:00,16.9,0.00056719747604486,930.555555555556,813.611111111111,116.584197262929,10,65.9564276941066,0.846617694894649,-1.25948229557617,0.702168907515324,5.49179584717004,
1971/03/20,12:00,18.1,0.000535075502702464,923.611111111111,803.055555555556,104.965623500796,10,67.3147209860397,0.856915768405019,-1.25419755127088,0.703726666183579,5.49034651499115,
1971/03/20,13:00,19.4,0.000504630001960091,897.777777777778,731.111111111111,93.2367168171153,5,124.895096402148,0.790213684468121,-1.24890716867513,0.705289055892994,5.4888993513886,
1971/03/20,14:00,18.1,0.000718311387571303,856.111111111111,618.611111111111,91.1067535247624,10,65.9483837824263,0.663862262383487,-1.24361115051055,0.706856075839806,5.48745435710691,
1971/03/20,15:00,16.9,0.0010029983461576,764.444444444444,457.777777777778,91.4291380872643,10,63.0806178975278,0.499783053809755,-1.23830949950165,0.708427725217859,5.48601153288942,
1971/03/20,16:00,15.6,0.00137547424988062,592.222222222222,268.055555555556,85.0291445896207,5,108.957007893934,0.314194206194459,-1.23300221837587,0.710004003218627,5.48457087947842,
1971/03/20,17:00,13.2,0.00147929502605149,299.722222222222,81.3888888888889,46.2594942489105,10,57.5540010743909,0.117476530699289,-1.22768930986351,0.711584909031195,5.48313239761502,
1971/03/20,18:00,10.7,0.00159006251380335,0,0,0,10,55.0915399721209,0.0172152976768064,-1.22237077669779,0.713170441842271,5.48169608803927,
1971/03/20,19:00,8.3,0.00167806983239357,0,0,0,1,130.568460530523,0,-1.21704662161482,0.714760600836183,5.48026195149006,
1971/03/20,20:00,6.1,0.0019019670765651,0,0,0,10,50.424761360672,0,-1.21171684735359,0.716355385194875,5.47882998870518,
1971/03/20,21:00,3.9,0.00213375352314743,0,0,0,10,48.0637647352426,0,-1.206381456656,0.717954794097915,5.4774002004213,
1971/03/20,22:00,1.7,0.0023706000147096,0,0,0,0,120.566697732025,0,-1.20104045226682,0.719558826722491,5.47597258737398,
1971/03/20,23:00,1.7,0.00234934082419007,0,0,0,10,45.8782337554752,0,-1.19569383693372,0.721167482243413,5.47454715029764,
1971/03/21,0:00,1.7,0.0023279764994825,0,0,0,10,45.9408958204425,0,-1.19034161340725,0.72278075983311,5.4731238899256,
1971/03/21,1:00,1.7,0.00226687118033205,0,0,0,6,76.2318109989413,0,-1.18498378444085,0.724398658661636,5.47170280699005,
1971/03/21,2:00,1.9,0.00232685268774508,0,0,0,10,46.0747610264625,0,-1.17962035279085,0.726021177896671,5.47028390222206,
1971/03/21,3:00,2,0.0023465064443335,0,0,0,10,46.0788671316753,0,-1.17425132121644,0.727648316703508,5.46886717635159,
1971/03/21,4:00,2.2,0.00236659680873873,0,0,0,7,68.7386747989098,0,-1.16887669247972,0.729280074245075,5.46745263010746,
1971/03/21,5:00,2.8,0.00247002000613139,0,0,0,10,46.2302230059191,0,-1.16349646934563,0.730916449681914,5.46604026421739,
1971/03/21,6:00,3.3,0.00253336798594768,301.388888888889,85.2777777777778,33.964271435176,10,46.3681755167097,0.171090263335453,-1.15811065458204,0.732557442172197,5.46463007940796,
1971/03/21,7:00,3.9,0.00259788230846464,596.111111111111,272.5,113.686335603888,5,84.5615501011408,0.269672940921383,-1.15271925095966,0.73420305087172,5.46322207640465,
1971/03/21,8:00,5.7,0.00271406988879846,790.277777777778,468.888888888889,118.583586355822,10,47.4419355151743,0.459241777915765,-1.14732226125208,0.735853274933904,5.46181625593178,
1971/03/21,9:00,7.6,0.0027867928085226,898.888888888889,642.777777777778,112.780217307607,10,48.5291639854597,0.630580968398998,-1.14191968823577,0.737508113509792,5.46041261871259,
1971/03/21,10:00,9.4,0.00286096111178632,931.111111111111,773.055555555556,125.486791334883,4,98.0738579997115,0.769087116308831,-1.13651153469007,0.73916756574806,5.45901116546918,
1971/03/21,11:00,10.7,0.00271963636733868,877.777777777778,777.777777777778,116.240148928555,10,50.9372386507774,0.853598466705754,-1.1310978033972,0.740831630795009,5.45761189692251,
1971/03/21,12:00,12,0.00254009819732872,752.5,725.833333333333,153.811053618807,10,52.48644210901,0.863563178030826,-1.12567849714222,0.742500307794559,5.45621481379244,
1971/03/21,13:00,13.3,0.00237145960719859,603.055555555556,621.944444444444,191.017890638129,8,71.6919252871327,0.796011959976025,-1.1202536187131,0.744173595888265,5.45481991679769,
1971/03/21,14:00,13.7,0.00239174747825083,569.444444444444,526.944444444444,173.897093638344,10,54.2811090235598,0.668724339446659,-1.11482317090065,0.745851494215312,5.45342720665587,
1971/03/21,15:00,14,0.00239088071243295,494.722222222222,391.111111111111,152.234745762615,10,54.5085435266224,0.503905731685508,-1.10938715649854,0.747534001912504,5.45203668408344,
1971/03/21,16:00,14.4,0.0023694548602825,357.222222222222,230.277777777778,118.642564874139,10,54.8885154947773,0.317833335990121,-1.10394557830332,0.749221118114281,5.45064834979577,
1971/03/21,17:00,11.5,0.00272160646233882,163.888888888889,71.6666666666667,51.9060872697836,10,51.5139148958637,0.120867100284876,-1.09849843911441,0.750912841952712,5.44926220450707,
1971/03/21,18:00,8.5,0.00309487253771237,0,0,0,10,48.2429411630171,0.0205619910885424,-1.09304574173406,0.752609172557491,5.44787824893045,
1971/03/21,19:00,5.6,0.00348441346173221,0,0,0,5,82.107320861322,0,-1.0875874889674,0.754310109055949,5.44649648377788,
1971/03/21,20:00,3.9,0.00356942879931418,0,0,0,10,43.8954800802078,0,-1.08212368362242,0.756015650573039,5.4451169097602,
1971/03/21,21:00,2.3,0.00359457460839011,0,0,0,10,42.814788302544,0,-1.07665432850996,0.757725796231352,5.44373952758714,
1971/03/21,22:00,0.6,0.00362031843484737,0,0,0,5,75.7070290205099,0,-1.07117942644371,0.759440545151104,5.44236433796728,
1971/03/21,23:00,-0.2,0.00352529441565348,0,0,0,10,41.4266763522918,0,-1.06569898024023,0.761159896450151,5.44099134160808,
1971/03/22,0:00,-1.2,0.00343258755799609,0,0,0,10,41.0357013631218,0,-1.06021299271891,0.762883849243977,5.43962053921588,
1971/03/22,1:00,-2.2,0.00328570417483741,0,0,0,10,40.7800876524162,0,-1.05472146670201,0.764612402645694,5.43825193149589,
1971/03/22,2:00,-2.5,0.003315005388507,0,0,0,10,40.5316315959625,0,-1.04922440501464,0.766345555766058,5.43688551915219,
1971/03/22,3:00,-2.8,0.00331659446088642,0,0,0,10,40.3522222145554,0,-1.04372181048473,0.768083307713448,5.43552130288772,
1971/03/22,4:00,-3.3,0.00328964298024572,0,0,0,10,40.1218752388842,0,-1.0382136859431,0.769825657593884,5.43415928340429,
1971/03/22,5:00,-2.8,0.00343176459023159,0,0,0,10,40.0784672026642,0,-1.03270003422337,0.77157260451102,5.4327994614026,
1971/03/22,6:00,-2.5,0.00351895684081636,0.833333333333333,14.7222222222222,14.5758333373705,10,40.0479068897046,0.176582919667002,-1.02718085816203,0.773324147566138,5.4314418375822,
1971/03/22,7:00,-2.2,0.00360860442130156,1.38888888888889,46.1111111111111,45.7336272277372,10,40.0138941850704,0.275250894950497,-1.02165616059842,0.775080285858166,5.43008641264153,
1971/03/22,8:00,-1.6,0.00364054826328111,4.16666666666667,114.166666666667,112.297851501278,10,40.2977593655235,0.465103869352098,-1.01612594437469,0.776841018483662,5.42873318727787,
1971/03/22,9:00,-1,0.00364229492066107,8.61111111111111,202.777777777778,197.656945612414,10,40.6550992175995,0.636864182951787,-1.01059021233586,0.77860634453682,5.42738216218739,
1971/03/22,10:00,-0.6,0.00361293409557964,30,297.5,276.490620391668,10,40.9674510431076,0.775835393227506,-1.00504896732976,0.780376263109472,5.42603333806511,
1971/03/22,11:00,0.5,0.00377186684713917,30.8333333333333,320.833333333333,297.454794734358,10,41.2603145731972,0.860583104837809,-0.999502212207082,0.782150773291091,5.42468671560495,
1971/03/22,12:00,1.7,0.00387159598281389,31.3888888888889,322.222222222222,298.226626471525,10,41.7582076772382,0.870205538474326,-0.993949949821332,0.783929874168781,5.42334229549966,
1971/03/22,13:00,2.8,0.00397375759982209,30.5555555555556,299.166666666667,277.209344936945,10,42.1939723036379,0.801791740824596,-0.988392183028861,0.78571356482729,5.42200007844088,
1971/03/22,14:00,2.8,0.00394148501203505,47.2222222222222,293.611111111111,264.155143522704,10,42.2731615320788,0.673561253919796,-0.98282891468885,0.787501844349002,5.42066006511911,
1971/03/22,15:00,2.8,0.00390945196374875,77.5,248.055555555556,210.356883553096,10,42.3520797022268,0.5080042287942,-0.977260147663303,0.789294711813941,5.41932225622371,
1971/03/22,16:00,2.8,0.00381293664366616,87.5,164.444444444444,136.799185382486,10,42.5872148895152,0.321453369649964,-0.971685884817068,0.791092166299769,5.41798665244293,
1971/03/22,17:00,1.3,0.00371860851846658,31.9444444444444,52.5,48.5412536438099,10,41.8964628423662,0.124245387190309,-0.966106129017804,0.792894206881796,5.41665325446385,
1971/03/22,18:00,-0.1,0.00362685914085394,0,0,0,10,41.2689026868353,0.0239000997657917,-0.960520883136001,0.794700832632959,5.41532206297244,
1971/03/22,19:00,-1.7,0.00347727893163553,0,0,0,7,60.5688184400183,0,-0.954930150044982,0.796512042623849,5.41399307865352,
1971/03/22,20:00,-2,0.00344788397472525,0,0,0,10,40.5549661330496,0,-0.949333932620879,0.798327835922692,5.4126663021908,
1971/03/22,21:00,-2.3,0.00338977684654374,0,0,0,10,40.5141568073182,0,-0.943732233742656,0.800148211595355,5.41134173426683,
1971/03/22,22:00,-2.8,0.00330429903685661,0,0,0,10,40.4200670095137,0,-0.938125056292096,0.801973168705356,5.41001937556302,
1971/03/22,23:00,-3.1,0.00322196644172864,0,0,0,10,40.4421765263076,0,-0.93251240315379,0.803802706313846,5.40869922675967,
1971/03/23,0:00,-3.4,0.00314189345590363,0,0,0,10,40.4610052440217,0,-0.926894277215156,0.805636823479624,5.40738128853592,
1971/03/23,1:00,-3.9,0.00301114063044027,0,0,0,3,86.7236389274838,0,-0.921270681366432,0.807475519259132,5.40606556156977,
1971/03/23,2:00,-3.4,0.00309002326642902,0,0,0,10,40.5920110522346,0,-0.915641618500656,0.809318792706462,5.40475204653811,
1971/03/23,3:00,-3.1,0.00314416632731732,0,0,0,10,40.6412990841353,0,-0.910007091513686,0.811166642873342,5.40344074411667,
1971/03/23,4:00,-2.8,0.00317156387497967,0,0,0,0,107.251996285638,0,-0.904367103304192,0.813019068809151,5.40213165498004,
1971/03/23,5:00,-0.8,0.00345162536074861,0,0,0,10,41.2776654108991,0,-0.898721656773654,0.814876069560917,5.40082477980168,
1971/03/23,6:00,0.9,0.00372309182099297,297.222222222222,92.2222222222222,38.4026377385277,10,41.6527465623628,0.182079652211413,-0.893070754826351,0.816737644173305,5.39952011925391,
1971/03/23,7:00,2.8,0.00397998462202109,599.722222222222,280.833333333333,114.617733130202,10,42.1939723036379,0.28083112738948,-0.887414400369387,0.818603791688634,5.39821767400791,
1971/03/23,8:00,5.2,0.00429072768516084,715.833333333333,456.666666666667,131.859516363851,10,42.9305449028465,0.470965509895398,-0.881752596312653,0.820474511146871,5.39691744473372,
1971/03/23,9:00,7.6,0.00454751798945697,749.166666666667,594.444444444444,145.157068310587,10,43.8096005590697,0.643146388674608,-0.876085345568846,0.822349801585627,5.39561943210024,
1971/03/23,10:00,10,0.00479064235882517,736.388888888889,680.555555555556,161.316977826474,10,44.7354888374117,0.782584787701852,-0.870412651053478,0.824229662040166,5.39432363677522,
1971/03/23,11:00,9.4,0.00486265436590783,405.277777777778,596.111111111111,286.981640374124,10,44.1912797422208,0.86756959133339,-0.864734515684845,0.826114091543396,5.39303005942529,
1971/03/23,12:00,8.9,0.00490050406533236,143.888888888889,461.388888888889,350.778281715997,10,43.7964309227962,0.876841141306456,-0.859050942384055,0.828003089125877,5.39173870071593,
1971/03/23,13:00,8.3,0.00497400421286101,30.8333333333333,300.833333333333,278.553262247439,10,43.2599168493251,0.807551691016592,-0.853361934075004,0.829896653815819,5.39044956131147,
1971/03/23,14:00,7.4,0.00483148349987985,112.222222222222,348.611111111111,278.188696779926,10,43.0341890180367,0.678372207318322,-0.847667493684396,0.831794784639083,5.3891626418751,
1971/03/23,15:00,6.5,0.00472700344142069,252.777777777778,329.166666666667,205.308095390839,10,42.7228950916508,0.512078226710783,-0.841967624141715,0.833697480619181,5.38787794306888,
1971/03/23,16:00,5.6,0.00459039479976401,358.888888888889,237.222222222222,122.607376952834,10,42.4871542405781,0.325054307551384,-0.836262328379243,0.835604740777272,5.38659546555372,
1971/03/23,17:00,4.8,0.00459094920299519,159.444444444444,77.2222222222222,56.9304469357364,10,42.0015050254405,0.127611560582663,-0.830551609332064,0.837516564132176,5.38531520998938,
1971/03/23,18:00,4.1,0.00459150374015822,0,0,0,10,41.5799878783729,0.0272298292992309,-0.824835469938032,0.839432949700356,5.38403717703449,
1971/03/23,19:00,3.3,0.00459205841130167,0,0,0,10,41.1021477619364,0,-0.819113913137814,0.841353896495933,5.38276136734654,
1971/03/23,20:00,2.4,0.0044817818159961,0,0,0,10,40.8189310044983,0,-0.813386941874843,0.843279403530685,5.38148778158185,
1971/03/23,21:00,1.5,0.0043734026126922,0,0,0,10,40.5319342851216,0,-0.80765455909534,0.845209469814032,5.38021642039562,
1971/03/23,22:00,0.6,0.00419723979439717,0,0,0,10,40.39870449544,0,-0.801916767748327,0.847144094353062,5.3789472844419,
1971/03/23,23:00,0.2,0.00430787024883994,0,0,0,10,39.9280233841007,0,-0.796173570785591,0.849083276152511,5.3776803743736,
1971/03/24,0:00,-0.1,0.00434815155752498,0,0,0,10,39.6744804325739,0,-0.790424971161702,0.85102701421477,5.37641569084246,
1971/03/24,1:00,-0.6,0.00438878914430785,0,0,0,10,39.3064355201663,0,-0.784670971834021,0.852975307539888,5.37515323449912,
1971/03/24,2:00,-0.5,0.00443032404704095,0,0,0,10,39.2855330341964,0,-0.778911575762674,0.854928155125572,5.37389300599302,
1971/03/24,3:00,-0.5,0.00443517219861321,0,0,0,10,39.2855330341964,0,-0.773146785910566,0.856885555967184,5.3726350059725,
1971/03/24,4:00,-0.6,0.00440321217916855,0,0,0,10,39.3064355201663,0,-0.767376605243381,0.858847509057741,5.37137923508473,
1971/03/24,5:00,-0.5,0.00444057149357315,0,0,0,10,39.2855330341964,0,-0.76160103672958,0.860814013387927,5.37012569397574,
1971/03/24,6:00,-0.5,0.00444111214618715,5.83333333333333,38.8888888888889,37.801090149225,10,39.2855330341964,0.187577852236867,-0.755820083340376,0.862785067946071,5.36887438329041,
1971/03/24,7:00,-0.6,0.00440482059245551,15.8333333333333,115.277777777778,110.804682529471,10,39.3064355201663,0.286411026357346,-0.750033748049784,0.864760671718175,5.36762530367247,
1971/03/24,8:00,1.3,0.00459350632142192,137.222222222222,288.888888888889,225.909401472673,10,40.0076621579799,0.47682408092422,-0.74424203383456,0.866740823687893,5.36637845576451,
1971/03/24,9:00,3.1,0.00470277985892661,498.611111111111,515.555555555556,214.031174373141,10,40.8329753976848,0.649425008034692,-0.738444943674232,0.868725522836538,5.36513384020796,
1971/03/24,10:00,5,0.0048438252074579,914.444444444444,759.722222222222,110.573117002802,3,89.236594658315,0.789332915581135,-0.73264248055111,0.87071476814309,5.36389145764312,
1971/03/24,11:00,8.7,0.00455996223754155,919.444444444444,812.222222222222,106.770413535156,10,44.5912508009006,0.874555907615041,-0.72683464745025,0.872708558584186,5.36265130870913,
1971/03/24,12:00,12.4,0.0041962911857517,917.777777777778,810,100.609114282166,10,47.920388856683,0.883468290865213,-0.721021447359478,0.874706893134123,5.36141339404397,
1971/03/24,13:00,16.1,0.00385893673123273,900,748.055555555556,94.1587148746614,4,101.738506961578,0.813290502034336,-0.715202883269386,0.876709770764865,5.36017771428449,
1971/03/24,14:00,13.1,0.00405407847236777,859.722222222222,636.111111111111,93.4164045287064,10,48.7631950244673,0.683156436830699,-0.709378958173314,0.878717190446036,5.35894427006639,
1971/03/24,15:00,10.2,0.00425820433027271,770,475.277777777778,95.2706595528446,10,46.2805526479869,0.516127439235451,-0.703549675067366,0.880729151144923,5.3577130620242,
1971/03/24,16:00,7.2,0.0043978592745928,600,284.444444444444,90.7929509985198,5,79.8999766291778,0.328636172721932,-0.697715036950404,0.882745651826479,5.35648409079132,
1971/03/24,17:00,5.4,0.0042855649424493,306.111111111111,94.7222222222222,54.7466416308298,10,43.1388457185924,0.130965800848302,-0.691875046824045,0.88476669145332,5.35525735699999,
1971/03/24,18:00,3.5,0.0041759274124456,0,0,0,10,42.2196252144063,0.0305513905970455,-0.686029707692651,0.886792268985724,5.3540328612813,
1971/03/24,19:00,1.7,0.00400120627987699,0,0,0,6,68.6258650946662,0,-0.680179022563355,0.888822383381642,5.35281060426518,
1971/03/24,20:00,1.3,0.00396679270384224,0,0,0,10,41.3614805399369,0,-0.674322994446017,0.890857033596687,5.35159058658043,
1971/03/24,21:00,1,0.00393217639775579,0,0,0,10,41.2578078153324,0,-0.668461626353254,0.892896218584134,5.35037280885467,
1971/03/24,22:00,0.6,0.00383324501339611,0,0,0,8,54.7042535919576,0,-0.662594921300444,0.894939937294932,5.3491572717144,
1971/03/24,23:00,0.2,0.00380292789256754,0,0,0,10,41.0796786622666,0,-0.656722882305692,0.896988188677696,5.34794397578494,
1971/03/25,0:00,-0.1,0.00374068048312041,0,0,0,10,41.0481077551392,0,-0.650845512389848,0.899040971678703,5.34673292169047,
1971/03/25,1:00,-0.6,0.00364883321649172,0,0,0,1,101.12491862746,0,-0.644962814576525,0.901098285241911,5.34552411005401,
1971/03/25,2:00,-0.7,0.00355732781685634,0,0,0,10,41.123961679988,0,-0.639074791892048,0.903160128308935,5.34431754149744,
1971/03/25,3:00,-0.8,0.00346793230496538,0,0,0,10,41.2776654108991,0,-0.633181447365503,0.905226499819067,5.34311321664146,
1971/03/25,4:00,-1.1,0.00332350803048207,0,0,0,4,82.020176301023,0,-0.627282784028706,0.907297398709265,5.34191113610565,
1971/03/25,5:00,0.9,0.00352558858623809,0,0,0,10,42.1719302960574,0,-0.621378804916215,0.909372823914163,5.3407113005084,
1971/03/25,6:00,3,0.00367669289734259,236.666666666667,91.3888888888889,45.9778636108059,10,43.0984707913849,0.193074909565205,-0.615469513065307,0.911452774366063,5.33951371046698,
1971/03/25,7:00,5,0.00383324501339611,481.111111111111,266.111111111111,127.62008967112,8,58.3070195562041,0.291987978006155,-0.609554911516007,0.913537248994936,5.33831836659747,
1971/03/25,8:00,7.4,0.00346373636605519,428.333333333333,388.055555555556,189.2437960406,10,46.4779217179468,0.482676959644906,-0.603635003311071,0.915626246728436,5.33712526951483,
1971/03/25,9:00,9.8,0.00310086180607737,300.277777777778,448.055555555556,264.972527791853,10,49.1398184693714,0.655697455633898,-0.597709791495973,0.917719766491878,5.33593441983283,
1971/03/25,10:00,12.2,0.00274892811687235,155.833333333333,445.833333333333,334.472080394249,9,60.4200747468934,0.796077383769265,-0.591779279118935,0.919817807208258,5.33474581816411,
1971/03/25,11:00,12.4,0.00263291503367281,230.833333333333,518.333333333333,340.194818117051,10,52.477229033865,0.881540034847458,-0.585843469230888,0.921920367798243,5.33355946512014,
1971/03/25,12:00,12.6,0.00252170883773932,313.055555555556,559.444444444444,316.161009202854,10,53.005214942702,0.890085304601657,-0.57990236488549,0.924027447180176,5.33237536131123,
1971/03/25,13:00,12.8,0.00237260670069761,385.555555555556,556.666666666667,275.03069013767,9,62.4348501373395,0.819006893029702,-0.573955969139137,0.926139044270075,5.33119350734654,
1971/03/25,14:00,12.2,0.00252170883773932,477.777777777778,512.222222222222,208.868510833441,10,52.709045442194,0.687913214811343,-0.568004285050931,0.928255157981637,5.33001390383409,
1971/03/25,15:00,11.7,0.00263291503367281,521.388888888889,412.5,153.3636203253,10,51.9645453623763,0.520151611106548,-0.562047315682703,0.930375787226229,5.3288365513807,
1971/03/25,16:00,11.1,0.00274892811687235,478.333333333333,265.555555555556,109.560245739839,8,67.8390740026126,0.332199009052195,-0.556085064099003,0.932500930912896,5.32766145059207,
1971/03/25,17:00,9.4,0.00281878867822075,227.5,90.2777777777778,59.8144198532172,10,49.7102966477267,0.134308297562196,-0.550117533367098,0.934630587948371,5.32648860207272,
1971/03/25,18:00,7.8,0.00284117479730256,0,0,0,10,48.5198296177446,0.03386499780309,-0.544144726556965,0.936764757237052,5.32531800642603,
1971/03/25,19:00,6.1,0.00286337692876351,0,0,0,3,101.286439488425,0,-0.538166646741299,0.93890343768102,5.3241496642542,
1971/03/25,20:00,6.7,0.00298898155378703,0,0,0,10,47.3217784231633,0,-0.532183296995516,0.941046628180041,5.32298357615829,
1971/03/25,21:00,7.2,0.00309263252260239,0,0,0,10,47.3583972834056,0,-0.526194680397726,0.94319432763155,5.32181974273818,
1971/03/25,22:00,7.8,0.00317271164573573,0,0,0,5,86.3107966725251,0,-0.520200800028766,0.945346534930671,5.32065816459261,
1971/03/25,23:00,5.8,0.00320072501983889,0,0,0,10,46.1187933209363,0,-0.514201658972173,0.947503248970209,5.31949884231915,
1971/03/26,0:00,3.7,0.00320188409345391,0,0,0,10,44.7456255588744,0,-0.508197260314178,0.949664468640641,5.3183417765142,
1971/03/26,1:00,1.7,0.00317539301089855,0,0,0,2,100.36607953042,0,-0.502187607143746,0.95183019283014,5.31718696777302,
1971/03/26,2:00,0.6,0.0032042047609105,0,0,0,10,42.774898141601,0,-0.496172702552519,0.954000420424551,5.3160344166897,
