-28.94609461,0,6.695035461,9.645390071,16,19.5177305,23.60283688,111.9120786,0,0
-28.94609461,0,6.468085106,9.645390071,15.77304965,19.29078014,23.37588652,111.5494836,0,0
-28.94609461,0,6.127659574,9.531914894,15.77304965,19.63120567,23.37588652,111.007244,0,0
-34.2090209,0,6.241134752,8.85106383,15.54609929,19.17730496,23.37588652,111.1877703,0,0
-31.57755776,0,6.808510638,8.737588652,15.54609929,19.5177305,23.60283688,112.0937073,0,0
-32.89328933,9.210121012,6.241134752,8.737588652,15.09219858,19.29078014,23.37588652,111.1877703,0,0
-30.26182618,26.31463146,6.241134752,9.872340426,16.79432624,19.85815603,23.60283688,111.1877703,59.76426106,0.850437646
7.894389439,273.6721672,8.170212766,18.4964539,31.54609929,24.39716312,24.17021277,114.2905398,373.7342609,62.57567491
57.89218922,469.7161716,11.23404255,28.36879433,44.25531915,30.5248227,25.30496454,119.3513756,518.5339598,102.1147085
97.36413641,602.6050605,13.84397163,33.81560284,51.63120567,34.26950355,26.32624113,123.7934404,574.4311239,134.2865716
128.9416942,680.2332233,15.20567376,36.65248227,56.62411348,36.87943262,27.0070922,126.1596686,594.6058666,157.3832643
146.0462046,715.7579758,15.20567376,37.67375887,58.78014184,37.67375887,27.23404255,126.1596686,614.0939661,161.2665412
144.730473,671.0231023,15.77304965,36.87943262,56.5106383,37.21985816,27.46099291,127.1555428,587.0755905,157.7636397
122.3630363,574.9746975,15.09219858,33.92907801,51.74468085,35.17730496,26.66666667,125.9611979,544.5345755,137.9498627
98.67986799,438.1386139,15.09219858,30.41134752,45.04964539,32.68085106,26.09929078,125.9611979,482.4060249,103.6429111
60.52365237,210.5170517,15.09219858,25.53191489,34.60992908,28.59574468,25.30496454,125.9611979,275.7227221,62.62980981
14.4730473,14.4730473,12.25531915,15.77304965,20.9929078,23.4893617,24.28368794,121.0750861,0,0
-9.210121012,0,11.23404255,12.70921986,18.26950355,21.21985816,23.82978723,119.3513756,0,0
-21.05170517,0,10.43971631,11.91489362,17.4751773,20.65248227,23.4893617,118.0234887,0,0
-14.4730473,0,9.304964539,11.57446809,17.24822695,20.31205674,23.71631206,116.1457666,0,0
-24.99889989,0,9.985815603,11.80141844,17.24822695,20.31205674,23.60283688,117.2696889,0,0
-18.42024202,0,9.531914894,11.91489362,17.0212766,20.31205674,23.82978723,116.5195056,0,0
-23.68316832,0,9.758865248,12.25531915,17.58865248,20.08510638,23.37588652,116.8941459,0,0
-23.68316832,0,9.304964539,12.4822695,17.13475177,20.42553191,23.37588652,116.1457666,0,0
-24.96359071,0,6.902404526,10.2970297,18.33097595,20.70721358,23.98868458,112.2441611,0,0
-27.5913371,0,6.789250354,10.07072136,18.10466761,20.59405941,23.87553041,112.0628636,0,0
-22.33584432,0,5.884016973,9.844413013,17.99151344,20.59405941,23.53606789,110.6203785,0,0
-22.33584432,0,5.997171146,9.73125884,17.53889675,20.25459689,23.53606789,110.7999232,0,0
-24.96359071,0,5.544554455,9.504950495,17.53889675,20.48090523,23.87553041,110.0830533,0,0
-23.64971751,11.82485876,4.752475248,9.165487977,17.19943423,20.48090523,23.42291372,108.836908,0,0
-22.33584432,67.00753295,6.110325318,10.74964639,19.68882603,20.93352192,23.76237624,110.9796865,151.1956303,3.221028134
21.02197113,358.6873823,9.052333805,21.49929279,33.49363508,25.572843,24.55445545,115.7307957,528.7724366,52.01530667
59.12429379,555.7683616,10.41018388,28.854314,43.33804809,30.43847242,25.23338048,117.9743335,655.6061353,80.03118372
89.34337727,687.1556811,13.46534653,34.17256011,49.9009901,33.15417256,26.13861386,123.1414597,696.4777912,106.7363783
122.1902072,758.1048336,15.16265912,36.88826025,53.52192362,34.85148515,26.70438472,126.0844074,700.5179732,129.8054586
131.3873195,781.7545512,16.63366337,37.68033946,54.76661952,35.41725601,26.93069307,128.677356,702.7598695,137.2299999
139.2705587,765.9880728,16.74681754,36.77510608,53.1824611,35.19094767,26.93069307,128.8784565,718.2357162,122.7679753
120.876334,679.272442,16.63366337,35.30410184,50.12729844,34.39886846,26.70438472,128.677356,698.0821758,103.2497003
105.1098556,525.5492781,16.52050919,32.47524752,44.24328147,32.5884017,26.02545969,128.4764909,625.3048495,81.54970376
70.94915254,311.3879473,15.84158416,26.70438472,35.75671853,29.19377652,25.00707214,127.2762344,462.6656089,52.4410569
17.08035154,28.90521029,12.67326733,17.08628006,22.85714286,24.44130127,24.3281471,121.785856,0,0
0,0,12.10749646,14.82319661,20.59405941,22.40452617,23.87553041,120.8244426,0,0
-3.941619585,0,11.31541726,14.37057992,20.36775106,21.8387553,23.53606789,119.4880409,0,0
-17.08035154,0,10.52333805,13.35219236,19.8019802,21.61244696,23.87553041,118.162756,0,0
-5.255492781,0,10.41018388,14.48373409,20.25459689,21.61244696,23.76237624,117.9743335,0,0
-15.76647834,0,9.957567185,13.46534653,19.23620934,21.49929279,23.98868458,117.2228959,0,0
-11.82485876,0,9.73125884,12.56011315,19.23620934,21.38613861,23.87553041,116.8485262,0,0
-23.64971751,0,9.73125884,12.67326733,19.23620934,21.15983027,23.98868458,116.8485262,0,0
